#wRandFlip 
#The training is running for 1000 chunks, each with 1008 images. That are about 17 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss, mean_sliced_accuracy, mean_train_loss_test, mean_accuracy 
#  starting learning rate to 0.020000 
 140 , 5415.74833918 , 0.257656 , 0.243392, 0.276532, 0.243416, 0.586263  
 141 , 5444.37931108 , 0.256589 , 0.243392, 0.276532, 0.243416, 0.586263  
 142 , 5473.99363518 , 0.261802 , 0.243392, 0.276532, 0.243416, 0.586263  
 143 , 5502.68288207 , 0.258861 , 0.243392, 0.276532, 0.243416, 0.586263  
 144 , 5532.63205099 , 0.25823 , 0.243392, 0.276532, 0.243416, 0.586263  
 145 , 5602.51034999 , 0.259233 , 0.243392, 0.276532, 0.244746, 0.586263  
 146 , 5631.94697714 , 0.258646 , 0.243392, 0.276532, 0.244746, 0.586263  
 147 , 5660.49974298 , 0.257617 , 0.243392, 0.276532, 0.244746, 0.586263  
 148 , 5690.2105751 , 0.26064 , 0.243392, 0.276532, 0.244746, 0.586263  
 149 , 5720.04897213 , 0.257871 , 0.243392, 0.276532, 0.244746, 0.586263  
 150 , 5790.1871841 , 0.257357 , 0.243392, 0.276532, 0.241458, 0.586263  
 151 , 5818.85471296 , 0.257319 , 0.243392, 0.276532, 0.241458, 0.586263  
 152 , 5848.22171712 , 0.257065 , 0.243392, 0.276532, 0.241458, 0.586263  
 153 , 5877.65541101 , 0.257212 , 0.243392, 0.276532, 0.241458, 0.586263  
 154 , 5906.78129506 , 0.258654 , 0.243392, 0.276532, 0.241458, 0.586263  
 155 , 5977.00125003 , 0.257237 , 0.243392, 0.276532, 0.241321, 0.586263  
 156 , 6006.65651608 , 0.258749 , 0.243392, 0.276532, 0.241321, 0.586263  
 157 , 6035.8818171 , 0.259836 , 0.243392, 0.276532, 0.241321, 0.586263  
 158 , 6064.50445414 , 0.256605 , 0.243392, 0.276532, 0.241321, 0.586263  
 159 , 6094.70098305 , 0.258034 , 0.243392, 0.276532, 0.241321, 0.586263  
 160 , 6164.73510098 , 0.259982 , 0.243392, 0.276532, 0.245841, 0.586263  
 161 , 6194.02743506 , 0.26181 , 0.243392, 0.276532, 0.245841, 0.586263  
 162 , 6222.60754299 , 0.259158 , 0.243392, 0.276532, 0.245841, 0.586263  
 163 , 6252.19641304 , 0.260124 , 0.243392, 0.276532, 0.245841, 0.586263  
 164 , 6282.001688 , 0.255416 , 0.243392, 0.276532, 0.245841, 0.586263  
 165 , 6351.93996 , 0.261435 , 0.243392, 0.276532, 0.247189, 0.586263  
 166 , 6381.29977703 , 0.259335 , 0.243392, 0.276532, 0.247189, 0.586263  
 167 , 6409.8594811 , 0.257273 , 0.243392, 0.276532, 0.247189, 0.586263  
 168 , 6439.63583899 , 0.257937 , 0.243392, 0.276532, 0.247189, 0.586263  
 169 , 6469.35482907 , 0.257518 , 0.243392, 0.276532, 0.247189, 0.586263  
 170 , 6539.64676499 , 0.257488 , 0.243392, 0.276532, 0.242671, 0.586263  
 171 , 6568.92375612 , 0.259643 , 0.243392, 0.276532, 0.242671, 0.586263  
 172 , 6597.47721601 , 0.259585 , 0.243392, 0.276532, 0.242671, 0.586263  
 173 , 6627.11152005 , 0.257653 , 0.243392, 0.276532, 0.242671, 0.586263  
 174 , 6656.23730803 , 0.257735 , 0.243392, 0.276532, 0.242671, 0.586263  
 175 , 6728.54130912 , 0.256524 , 0.243392, 0.276532, 0.241517, 0.586263  
 176 , 6758.23179102 , 0.255501 , 0.243392, 0.276532, 0.241517, 0.586263  
 177 , 6787.63674903 , 0.255309 , 0.243392, 0.276532, 0.241517, 0.586263  
 178 , 6816.31056118 , 0.255751 , 0.243392, 0.276532, 0.241517, 0.586263  
 179 , 6846.44128299 , 0.255888 , 0.243392, 0.276532, 0.241517, 0.586263  
 180 , 6916.33905196 , 0.260033 , 0.243392, 0.276532, 0.245418, 0.586263  
 181 , 6945.72962713 , 0.255556 , 0.243392, 0.276532, 0.245418, 0.586263  
 182 , 6974.21299505 , 0.261587 , 0.243392, 0.276532, 0.245418, 0.586263  
 183 , 7003.86074805 , 0.253803 , 0.243392, 0.276532, 0.245418, 0.586263  
 184 , 7033.73632717 , 0.259297 , 0.243392, 0.276532, 0.245418, 0.586263  
 185 , 7103.78747702 , 0.255515 , 0.243392, 0.276532, 0.240447, 0.586263  
 186 , 7132.31592798 , 0.256995 , 0.243392, 0.276532, 0.240447, 0.586263  
 187 , 7162.01175714 , 0.25517 , 0.243392, 0.276532, 0.240447, 0.586263  
 188 , 7191.37186599 , 0.259659 , 0.243392, 0.276532, 0.240447, 0.586263  
 189 , 7220.53647304 , 0.254806 , 0.243392, 0.276532, 0.240447, 0.586263  
 190 , 7291.02007914 , 0.259276 , 0.243392, 0.276532, 0.245312, 0.586263  
 191 , 7320.49273205 , 0.257439 , 0.243392, 0.276532, 0.245312, 0.586263  
 192 , 7349.75451398 , 0.257098 , 0.243392, 0.276532, 0.245312, 0.586263  
 193 , 7378.32855916 , 0.255117 , 0.243392, 0.276532, 0.245312, 0.586263  
 194 , 7408.39371204 , 0.260527 , 0.243392, 0.276532, 0.245312, 0.586263  
 195 , 7478.27712297 , 0.256828 , 0.243392, 0.276532, 0.242583, 0.586263  
 196 , 7507.68436909 , 0.258257 , 0.243392, 0.276532, 0.242583, 0.586263  
 197 , 7536.29729605 , 0.261539 , 0.243392, 0.276532, 0.242583, 0.586263  
 198 , 7565.97196507 , 0.258674 , 0.243392, 0.276532, 0.242583, 0.586263  
 199 , 7595.53003216 , 0.26223 , 0.243392, 0.276532, 0.242583, 0.586263  
 200 , 7665.4462111 , 0.261206 , 0.243392, 0.276532, 0.246086, 0.586263  
 201 , 7694.69138813 , 0.256408 , 0.243392, 0.276532, 0.246086, 0.586263  
 202 , 7723.30202103 , 0.251541 , 0.243392, 0.276532, 0.246086, 0.586263  
 203 , 7753.27747202 , 0.255007 , 0.243392, 0.276532, 0.246086, 0.586263  
 204 , 7783.02889895 , 0.25688 , 0.243392, 0.276532, 0.246086, 0.586263  
 205 , 7852.99282598 , 0.256258 , 0.243392, 0.276532, 0.243542, 0.586263  
 206 , 7882.24713707 , 0.254709 , 0.243392, 0.276532, 0.243542, 0.586263  
 207 , 7910.74469805 , 0.25674 , 0.243392, 0.276532, 0.243542, 0.586263  
 208 , 7940.24014902 , 0.25694 , 0.243392, 0.276532, 0.243542, 0.586263  
 209 , 7969.44464707 , 0.256725 , 0.243392, 0.276532, 0.243542, 0.586263  
 210 , 8040.24935007 , 0.258437 , 0.243392, 0.276532, 0.244961, 0.586263  
 211 , 8068.68033314 , 0.257343 , 0.243392, 0.276532, 0.244961, 0.586263  
 212 , 8098.23905301 , 0.25751 , 0.243392, 0.276532, 0.244961, 0.586263  
 213 , 8126.933465 , 0.257483 , 0.243392, 0.276532, 0.244961, 0.586263  
 214 , 8157.14886403 , 0.256819 , 0.243392, 0.276532, 0.244961, 0.586263  
 215 , 8226.88949895 , 0.261768 , 0.243392, 0.276532, 0.246474, 0.586263  
 216 , 8255.85099316 , 0.257304 , 0.243392, 0.276532, 0.246474, 0.586263  
 217 , 8284.37193298 , 0.258527 , 0.243392, 0.276532, 0.246474, 0.586263  
 218 , 8314.12427807 , 0.256376 , 0.243392, 0.276532, 0.246474, 0.586263  
 219 , 8344.05661607 , 0.256911 , 0.243392, 0.276532, 0.246474, 0.586263  
 220 , 8413.93070197 , 0.253932 , 0.243392, 0.276532, 0.240328, 0.586263  
 221 , 8442.53246903 , 0.257954 , 0.243392, 0.276532, 0.240328, 0.586263  
 222 , 8472.03525114 , 0.254477 , 0.243392, 0.276532, 0.240328, 0.586263  
 223 , 8501.457551 , 0.261173 , 0.243392, 0.276532, 0.240328, 0.586263  
 224 , 8530.67763495 , 0.259678 , 0.243392, 0.276532, 0.240328, 0.586263  
 225 , 8600.92839718 , 0.257649 , 0.243392, 0.276532, 0.24373, 0.586263  
 226 , 8630.46135998 , 0.258831 , 0.243392, 0.276532, 0.24373, 0.586263  
 227 , 8659.6890521 , 0.260999 , 0.243392, 0.276532, 0.24373, 0.586263  
 228 , 8688.21033597 , 0.256769 , 0.243392, 0.276532, 0.24373, 0.586263  
 229 , 8718.38186502 , 0.257276 , 0.243392, 0.276532, 0.24373, 0.586263  
 230 , 8788.31484699 , 0.257469 , 0.243392, 0.276532, 0.242896, 0.586263  
 231 , 8817.58067107 , 0.261252 , 0.243392, 0.276532, 0.242896, 0.586263  
 232 , 8846.06710815 , 0.255422 , 0.243392, 0.276532, 0.242896, 0.586263  
 233 , 8875.75710607 , 0.256949 , 0.243392, 0.276532, 0.242896, 0.586263  
 234 , 8905.56240606 , 0.255898 , 0.243392, 0.276532, 0.242896, 0.586263  
 235 , 8975.65787506 , 0.258693 , 0.243392, 0.276532, 0.24452, 0.586263  
 236 , 9004.98190403 , 0.261837 , 0.243392, 0.276532, 0.24452, 0.586263  
 237 , 9033.74828601 , 0.253841 , 0.243392, 0.276532, 0.24452, 0.586263  
 238 , 9063.47882414 , 0.258749 , 0.243392, 0.276532, 0.24452, 0.586263  
 239 , 9093.41034412 , 0.25842 , 0.243392, 0.276532, 0.24452, 0.586263  
 240 , 9163.47294307 , 0.258604 , 0.243392, 0.276532, 0.244648, 0.586263  
 241 , 9192.775491 , 0.25675 , 0.243392, 0.276532, 0.244648, 0.586263  
 242 , 9221.41972899 , 0.25818 , 0.243392, 0.276532, 0.244648, 0.586263  
 243 , 9251.05288005 , 0.258815 , 0.243392, 0.276532, 0.244648, 0.586263  
 244 , 9280.21014595 , 0.258813 , 0.243392, 0.276532, 0.244648, 0.586263  
 245 , 9351.20216513 , 0.25793 , 0.243392, 0.276532, 0.243006, 0.586263  
 246 , 9379.74239612 , 0.259229 , 0.243392, 0.276532, 0.243006, 0.586263  
 247 , 9409.2616961 , 0.257275 , 0.243392, 0.276532, 0.243006, 0.586263  
 248 , 9438.01681113 , 0.255161 , 0.243392, 0.276532, 0.243006, 0.586263  
 249 , 9468.15020895 , 0.254921 , 0.243392, 0.276532, 0.243006, 0.586263  
 250 , 9538.03742695 , 0.258734 , 0.243392, 0.276532, 0.244929, 0.586263  
 251 , 9567.38864303 , 0.256867 , 0.243392, 0.276532, 0.244929, 0.586263  
 252 , 9595.94630098 , 0.258629 , 0.243392, 0.276532, 0.244929, 0.586263  
 253 , 9625.78208804 , 0.25993 , 0.243392, 0.276532, 0.244929, 0.586263  
 254 , 9655.52917504 , 0.260193 , 0.243392, 0.276532, 0.244929, 0.586263  
 255 , 9725.43579412 , 0.254601 , 0.243392, 0.276532, 0.238997, 0.586263  
 256 , 9754.04856801 , 0.257469 , 0.243392, 0.276532, 0.238997, 0.586263  
 257 , 9783.83943796 , 0.257612 , 0.243392, 0.276532, 0.238997, 0.586263  
 258 , 9813.19241214 , 0.258371 , 0.243392, 0.276532, 0.238997, 0.586263  
 259 , 9842.28977609 , 0.256849 , 0.243392, 0.276532, 0.238997, 0.586263  
 260 , 9912.6796 , 0.259704 , 0.243392, 0.276532, 0.245571, 0.586263  
 261 , 9942.44081998 , 0.257298 , 0.243392, 0.276532, 0.245571, 0.586263  
 262 , 9971.90008116 , 0.255553 , 0.243392, 0.276532, 0.245571, 0.586263  
 263 , 10000.5457151 , 0.258818 , 0.243392, 0.276532, 0.245571, 0.586263  
 264 , 10030.8571692 , 0.258499 , 0.243392, 0.276532, 0.245571, 0.586263  
 265 , 10100.9161351 , 0.259311 , 0.243392, 0.276532, 0.244565, 0.586263  
 266 , 10130.3979151 , 0.258663 , 0.243392, 0.276532, 0.244565, 0.586263  
 267 , 10159.183424 , 0.257567 , 0.243392, 0.276532, 0.244565, 0.586263  
 268 , 10188.8460541 , 0.257417 , 0.243392, 0.276532, 0.244565, 0.586263  
 269 , 10218.7716432 , 0.259513 , 0.243392, 0.276532, 0.244565, 0.586263  
 270 , 10288.9428041 , 0.260663 , 0.243392, 0.276532, 0.246645, 0.586263  
 271 , 10318.1628251 , 0.256175 , 0.243392, 0.276532, 0.246645, 0.586263  
 272 , 10346.979696 , 0.253058 , 0.243392, 0.276532, 0.246645, 0.586263  
 273 , 10376.5077231 , 0.256396 , 0.243392, 0.276532, 0.246645, 0.586263  
 274 , 10406.090404 , 0.260333 , 0.243392, 0.276532, 0.246645, 0.586263  
 275 , 10476.18766 , 0.255119 , 0.243392, 0.276532, 0.239857, 0.586263  
 276 , 10505.4611111 , 0.256279 , 0.243392, 0.276532, 0.239857, 0.586263  
 277 , 10533.9093471 , 0.258768 , 0.243392, 0.276532, 0.239857, 0.586263  
 278 , 10563.554939 , 0.260322 , 0.243392, 0.276532, 0.239857, 0.586263  
 279 , 10592.824621 , 0.260168 , 0.243392, 0.276532, 0.239857, 0.586263  
 280 , 10663.982707 , 0.258195 , 0.243392, 0.276532, 0.24431, 0.586263  
 281 , 10692.519495 , 0.258144 , 0.243392, 0.276532, 0.24431, 0.586263  
 282 , 10722.076045 , 0.256807 , 0.243392, 0.276532, 0.24431, 0.586263  
 283 , 10750.6503642 , 0.256408 , 0.243392, 0.276532, 0.24431, 0.586263  
 284 , 10780.7993982 , 0.258707 , 0.243392, 0.276532, 0.24431, 0.586263  
 285 , 10851.0912142 , 0.255733 , 0.243392, 0.276532, 0.241835, 0.586263  
 286 , 10880.534333 , 0.259598 , 0.243392, 0.276532, 0.241835, 0.586263  
 287 , 10909.244067 , 0.254701 , 0.243392, 0.276532, 0.241835, 0.586263  
 288 , 10938.9233041 , 0.258503 , 0.243392, 0.276532, 0.241835, 0.586263  
 289 , 10968.90576 , 0.257751 , 0.243392, 0.276532, 0.241835, 0.586263  
 290 , 11039.004457 , 0.256146 , 0.243392, 0.276532, 0.24212, 0.586263  
 291 , 11067.6382391 , 0.255349 , 0.243392, 0.276532, 0.24212, 0.586263  
 292 , 11097.2906981 , 0.254859 , 0.243392, 0.276532, 0.24212, 0.586263  
 293 , 11126.7535021 , 0.255569 , 0.243392, 0.276532, 0.24212, 0.586263  
 294 , 11155.975987 , 0.258148 , 0.243392, 0.276532, 0.24212, 0.586263  
 295 , 11226.03315 , 0.258762 , 0.243392, 0.276532, 0.2444, 0.586263  
 296 , 11255.8066471 , 0.25812 , 0.243392, 0.276532, 0.2444, 0.586263  
 297 , 11285.135184 , 0.257626 , 0.243392, 0.276532, 0.2444, 0.586263  
 298 , 11313.6728101 , 0.257698 , 0.243392, 0.276532, 0.2444, 0.586263  
 299 , 11343.9533851 , 0.257683 , 0.243392, 0.276532, 0.2444, 0.586263  
 300 , 11413.920815 , 0.255593 , 0.243392, 0.276532, 0.24152, 0.586263  
