#wRandFlip 
#The training is running for 1000 chunks, each with 1600 images. That are about 29 epochs. The validation sample contains 6157 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  setting learning rate to 0.080000 
 347 , 18065.2976458 , 0.0992969 , 0.0968086 
 348 , 18114.6808639 , 0.0984936 , 0.0968086 
 349 , 18163.9854708 , 0.0984459 , 0.0968086 
 350 , 18213.4099228 , 0.09741 , 0.0968086 
 351 , 18262.715235 , 0.0990484 , 0.0968086 
 352 , 18311.9494689 , 0.0960236 , 0.0968086 
 353 , 18361.2942328 , 0.10011 , 0.0968086 
 354 , 18410.587786 , 0.097809 , 0.0968086 
 355 , 18459.807447 , 0.0985598 , 0.0968086 
 356 , 18509.0549908 , 0.0985283 , 0.0968086 
 357 , 18558.3288279 , 0.0990101 , 0.0968086 
 358 , 18607.6069908 , 0.0979438 , 0.0968086 
 359 , 18656.9152029 , 0.0979396 , 0.0968086 
 360 , 18759.3978889 , 0.0977023 , 0.0980674 
 361 , 18808.7186348 , 0.0977805 , 0.0980674 
 362 , 18858.064832 , 0.0972059 , 0.0980674 
 363 , 18907.5384679 , 0.0979925 , 0.0980674 
 364 , 18956.9713328 , 0.0955282 , 0.0980674 
 365 , 19006.375634 , 0.0987571 , 0.0980674 
 366 , 19055.7364678 , 0.098281 , 0.0980674 
 367 , 19105.0475228 , 0.0982149 , 0.0980674 
 368 , 19154.275301 , 0.0982871 , 0.0980674 
 369 , 19203.5139089 , 0.0977062 , 0.0980674 
 370 , 19252.8152859 , 0.0971656 , 0.0980674 
 371 , 19302.077096 , 0.0973899 , 0.0980674 
 372 , 19351.2600908 , 0.0976327 , 0.0980674 
 373 , 19400.4246409 , 0.096585 , 0.0980674 
 374 , 19449.8128679 , 0.0974337 , 0.0980674 
 375 , 19499.067977 , 0.0976146 , 0.0980674 
 376 , 19548.3473108 , 0.0987454 , 0.0980674 
 377 , 19597.6875098 , 0.0972741 , 0.0980674 
 378 , 19647.0087359 , 0.0970542 , 0.0980674 
 379 , 19696.3483269 , 0.096089 , 0.0980674 
 380 , 19798.8034379 , 0.0965828 , 0.0955457 
 381 , 19848.2246008 , 0.0992854 , 0.0955457 
 382 , 19897.7495809 , 0.0988575 , 0.0955457 
 383 , 19946.9540238 , 0.0973037 , 0.0955457 
 384 , 19996.1247878 , 0.0981481 , 0.0955457 
 385 , 20045.4356859 , 0.0973904 , 0.0955457 
 386 , 20094.6807699 , 0.0968094 , 0.0955457 
 387 , 20143.9873278 , 0.0963192 , 0.0955457 
 388 , 20193.1179299 , 0.0956618 , 0.0955457 
 389 , 20242.265348 , 0.0966324 , 0.0955457 
 390 , 20291.6023128 , 0.0981569 , 0.0955457 
 391 , 20340.921021 , 0.098949 , 0.0955457 
 392 , 20390.180975 , 0.096817 , 0.0955457 
 393 , 20439.5474238 , 0.098266 , 0.0955457 
 394 , 20488.7856359 , 0.0986743 , 0.0955457 
 395 , 20538.0835359 , 0.09661 , 0.0955457 
 396 , 20587.4144528 , 0.0965325 , 0.0955457 
 397 , 20636.8274269 , 0.0976992 , 0.0955457 
 398 , 20686.1100039 , 0.0963001 , 0.0955457 
 399 , 20735.6970608 , 0.0972642 , 0.0955457 
 400 , 20838.0009968 , 0.0970357 , 0.0944503 
 401 , 20887.2071269 , 0.0962026 , 0.0944503 
 402 , 20936.4748678 , 0.0973838 , 0.0944503 
 403 , 20985.7933118 , 0.0965603 , 0.0944503 
 404 , 21035.1338639 , 0.0992286 , 0.0944503 
 405 , 21084.4518239 , 0.0971995 , 0.0944503 
 406 , 21133.8875949 , 0.0966369 , 0.0944503 
 407 , 21183.3161359 , 0.0953135 , 0.0944503 
 408 , 21232.6090949 , 0.0968989 , 0.0944503 
 409 , 21282.011555 , 0.0959818 , 0.0944503 
 410 , 21331.316824 , 0.0955565 , 0.0944503 
 411 , 21380.7563939 , 0.0977081 , 0.0944503 
 412 , 21430.0685959 , 0.0984201 , 0.0944503 
 413 , 21479.4311688 , 0.0969991 , 0.0944503 
 414 , 21528.7895188 , 0.0946387 , 0.0944503 
 415 , 21578.0829039 , 0.0955773 , 0.0944503 
 416 , 21627.2371619 , 0.0948341 , 0.0944503 
 417 , 21676.5286858 , 0.0980189 , 0.0944503 
 418 , 21725.8427379 , 0.0971168 , 0.0944503 
 419 , 21775.2375419 , 0.0982711 , 0.0944503 
 420 , 21877.73402 , 0.0969033 , 0.096232 
 421 , 21926.9679458 , 0.096274 , 0.096232 
 422 , 21976.3552508 , 0.096818 , 0.096232 
 423 , 22025.6992989 , 0.0959488 , 0.096232 
 424 , 22074.9884489 , 0.096844 , 0.096232 
 425 , 22124.3199399 , 0.0972083 , 0.096232 
 426 , 22173.5472078 , 0.0956859 , 0.096232 
 427 , 22222.7176628 , 0.0959107 , 0.096232 
 428 , 22272.0365798 , 0.097384 , 0.096232 
 429 , 22321.3579719 , 0.0961461 , 0.096232 
 430 , 22370.8297489 , 0.0967332 , 0.096232 
 431 , 22420.2131388 , 0.0954307 , 0.096232 
 432 , 22469.5517218 , 0.0963509 , 0.096232 
 433 , 22518.728549 , 0.0939304 , 0.096232 
 434 , 22568.0733559 , 0.096903 , 0.096232 
 435 , 22617.4049039 , 0.0960582 , 0.096232 
 436 , 22666.73734 , 0.0965603 , 0.096232 
 437 , 22716.1311569 , 0.0960043 , 0.096232 
 438 , 22765.438591 , 0.0946828 , 0.096232 
 439 , 22814.8028049 , 0.0965238 , 0.096232 
 440 , 22917.369767 , 0.0957246 , 0.0942077 
 441 , 22966.6450288 , 0.0960335 , 0.0942077 
 442 , 23015.8901699 , 0.0944677 , 0.0942077 
 443 , 23065.1623738 , 0.096447 , 0.0942077 
 444 , 23114.4520118 , 0.0980001 , 0.0942077 
 445 , 23163.753093 , 0.0978975 , 0.0942077 
 446 , 23212.9998059 , 0.0963066 , 0.0942077 
 447 , 23262.2802799 , 0.0960322 , 0.0942077 
 448 , 23311.484041 , 0.0950633 , 0.0942077 
 449 , 23360.8649669 , 0.0966136 , 0.0942077 
 450 , 23410.1119428 , 0.0948705 , 0.0942077 
 451 , 23459.3719049 , 0.0950791 , 0.0942077 
 452 , 23508.7400749 , 0.0980323 , 0.0942077 
 453 , 23557.8721118 , 0.0948025 , 0.0942077 
 454 , 23607.040653 , 0.0968131 , 0.0942077 
 455 , 23656.1645858 , 0.0954202 , 0.0942077 
 456 , 23705.3887589 , 0.0964692 , 0.0942077 
 457 , 23754.7418978 , 0.0962998 , 0.0942077 
 458 , 23804.0844338 , 0.0955477 , 0.0942077 
 459 , 23853.3928938 , 0.0971551 , 0.0942077 
 460 , 23955.7680819 , 0.0959212 , 0.0941576 
 461 , 24005.0818589 , 0.0960512 , 0.0941576 
 462 , 24054.2506499 , 0.0962574 , 0.0941576 
 463 , 24103.4120169 , 0.0958991 , 0.0941576 
 464 , 24152.5493848 , 0.0963628 , 0.0941576 
 465 , 24201.7351308 , 0.0965173 , 0.0941576 
 466 , 24251.0279908 , 0.0969486 , 0.0941576 
 467 , 24300.4223659 , 0.0941223 , 0.0941576 
 468 , 24349.8752298 , 0.095132 , 0.0941576 
 469 , 24399.0917709 , 0.0961098 , 0.0941576 
 470 , 24448.3286948 , 0.0941232 , 0.0941576 
 471 , 24497.7128148 , 0.0923153 , 0.0941576 
 472 , 24546.9781089 , 0.0944948 , 0.0941576 
 473 , 24596.2553899 , 0.0957003 , 0.0941576 
 474 , 24645.4954538 , 0.096987 , 0.0941576 
 475 , 24694.8459299 , 0.0964781 , 0.0941576 
 476 , 24744.1032398 , 0.0946455 , 0.0941576 
 477 , 24793.429137 , 0.0947424 , 0.0941576 
 478 , 24842.6529779 , 0.0967383 , 0.0941576 
 479 , 24892.165962 , 0.0954764 , 0.0941576 
 480 , 24994.5874348 , 0.096186 , 0.0928571 
 481 , 25043.970438 , 0.0949094 , 0.0928571 
 482 , 25093.2422469 , 0.0970484 , 0.0928571 
 483 , 25142.6214139 , 0.0941917 , 0.0928571 
 484 , 25191.9670379 , 0.0950671 , 0.0928571 
 485 , 25241.349062 , 0.0947753 , 0.0928571 
 486 , 25290.6068828 , 0.0936192 , 0.0928571 
 487 , 25339.9515829 , 0.0949994 , 0.0928571 
